entity,correct,incorrect,model,item_id,condition,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting,task,is_correct,model_family,model_size,correct_first,exemplar,exemplar_de,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,profession
,mammal,fish,rwkv-4-430m-pile,5.0,Atypical,4.348,7.875,0.0526315789473684,0.0005339028296849,-5.105,-9.414,-2.9530000000000003,-0.4339999999999993,149.56099999999998,17,3.766999999999999,3.766999999999999,1.0,0.1760190232504044,20,221.144,0,0.0,42.194,21,46.43150387400727,85.84442051756527,20,animals,False,RWKV,400,,sea lion,Seeloewe,,,,,,,
,mammal,fish,rwkv-4-430m-pile,6.0,Atypical,4.02,7.723,0.125,0.0005310674455655,-4.82,-9.46,-3.5730000000000004,-0.5150000000000006,146.208,17,3.4582999999999995,3.4582999999999995,1.0,0.3078809500484232,22,217.323,0,0.0600000000000005,42.3699,21,39.597979746446654,83.76453221196577,20,animals,False,RWKV,400,,whale,Wal,,,,,,,
,reptile,mammal,rwkv-4-430m-pile,7.0,Typical,4.45,7.72,1.0,0.0001318217769575,-1.651,-11.46,3.199,-1.7800000000000011,145.1859,16,5.68,2.790000000000001,0.7916666666666666,2.046305650511986,22,255.924,4,14.643,48.59700000000001,18,75.12180909347863,53.99820243997104,18,animals,True,RWKV,400,,alligator,Alligator,,,,,,,
,reptile,insect,rwkv-4-430m-pile,8.0,Typical,5.184,7.64,0.1428571428571428,0.0001374759417102,-3.97,-11.42,-2.133,-3.97,151.466,17,3.0470000000000015,2.112000000000001,1.0,0.3232788202043924,22,270.342,7,0.0,82.36999999999999,22,37.45162754661942,87.97747993854695,5,animals,False,RWKV,400,,chameleon,Chamaeleon,,,,,,,
,bird,reptile,rwkv-4-430m-pile,9.0,Typical,4.1,7.598,1.0,0.0059171597633136,-1.225,-7.05,6.791,5.500000000000001,140.834,17,0.0,0.0,0.0416666666666666,6.282913899443543,17,142.54299999999998,17,169.77300000000002,0.0,17,155.26518118772736,52.5185607843192,18,animals,True,RWKV,400,,falcon,Falke,,,,,,,
,fish,amphibian,rwkv-4-430m-pile,10.0,Typical,2.568,7.555,1.0,0.0014513788098693,-0.4539,-8.414,6.0731,3.2859999999999996,137.4658,17,0.3800000000000008,0.0,0.0833333333333333,5.254619675872444,18,162.2903,18,83.28269999999999,0.3800000000000008,19,130.99429335067194,65.66149375924455,19,animals,True,RWKV,400,,goldfish,Goldfisch,,,,,,,
,fish,mammal,rwkv-4-430m-pile,11.0,Typical,3.463,7.656,0.5,0.0010214504596527,-1.455,-8.75,6.6850000000000005,1.0549999999999995,146.10299999999998,17,0.0,0.0,0.0416666666666666,3.5044191848582944,19,170.33700000000002,18,66.883,0.0,19,115.92960434836164,32.52035186190416,19,animals,True,RWKV,400,,shark,Hai,,,,,,,
,mammal,insect,rwkv-4-430m-pile,12.0,Typical,4.71,7.824,0.0714285714285714,0.000395726157499,-4.895,-9.766,1.293,-0.8559999999999999,145.851,16,0.9599999999999992,0.9599999999999992,0.75,0.2733185827431956,19,224.609,0,16.677,5.531000000000001,16,60.38654795132443,41.35746029182099,16,animals,True,RWKV,400,,dog,Hund,,,,,,,
,mammal,reptile,rwkv-4-430m-pile,13.0,Typical,5.434,7.836,0.0714285714285714,0.0005599104143337,-4.344,-9.39,0.8319999999999999,2.51,142.117,16,0.0,0.0,0.0416666666666666,0.2200421105307719,22,223.166,0,67.84799999999998,0.0,0,66.49600405715856,42.205436002072055,1,animals,True,RWKV,400,,rabbit,Kaninchen,,,,,,,
,mammal,reptile,rwkv-4-430m-pile,14.0,Typical,5.355,7.812,0.1111111111111111,0.0004655493482309,-4.63,-9.59,-0.064,2.75,149.12400000000002,17,0.0,0.0,1.0,0.2792458243477851,22,223.119,0,61.901999999999994,0.064,15,64.76828807422034,43.08931947855524,1,animals,False,RWKV,400,,cat,Katze,,,,,,,
,reptile,amphibian,rwkv-4-430m-pile,15.0,Typical,4.68,7.582,0.1428571428571428,9.127418765972984e-05,-4.254,-12.266,1.883,-0.5960000000000001,159.38500000000002,17,6.5600000000000005,1.8800000000000008,0.7916666666666666,0.3341395210556347,22,272.101,17,8.696000000000002,39.196,19,57.67892111225579,46.71186066420429,19,animals,True,RWKV,400,,rattlesnake,Klapperschlange,,,,,,,
,fish,mammal,rwkv-4-430m-pile,16.0,Typical,3.541,7.77,1.0,0.0009478672985781,-1.035,-8.805,10.285,1.1550000000000011,144.0922,18,0.0,0.0,0.0416666666666666,6.089705803380613,17,161.35778,17,101.29222,0.0,18,183.5163068048211,40.1096654152545,18,animals,True,RWKV,400,,salmon,Lachs,,,,,,,
,mammal,fish,rwkv-4-430m-pile,17.0,Typical,5.51,7.688,0.05,0.0002795638803466,-5.027,-10.305,0.2149999999999998,-1.2889999999999997,152.458,17,2.63,2.63,0.9166666666666666,0.1901606194108447,20,230.844,0,0.8309999999999995,34.827,20,64.0926005884869,40.3879506035535,20,animals,True,RWKV,400,,lion,Loewe,,,,,,,
,mammal,bird,rwkv-4-430m-pile,18.0,Typical,4.496,7.67,0.0227272727272727,0.0003792188092529,-6.055,-9.88,-0.1209999999999995,-2.243000000000001,147.17399999999998,17,3.4650000000000007,2.479000000000001,1.0,0.1196843930025537,20,227.091,0,0.3200000000000003,35.980000000000004,4,48.46719800578261,39.341101111093735,20,animals,False,RWKV,400,,horse,Pferd,,,,,,,
,bird,mammal,rwkv-4-430m-pile,19.0,Typical,4.57,7.566,1.0,0.005524861878453,-1.347,-7.027,8.363000000000001,2.9330000000000007,144.0912,17,0.0,0.0,0.0416666666666666,6.366632781654495,17,141.23298,17,117.94502,0.0,17,126.0473080182301,32.63877843707358,18,animals,True,RWKV,400,,sparrow,Spatz,,,,,,,
,valid,invalid,gpt2-medium,,,1.3640751,2.5401335,1.0,0.1111111111111111,-0.3476096,-4.832754,1.4263039,3.411006999999999,77.531904264,10,0.0,0.0,0.0416666666666666,10.63970349412756,13,99.0381537237,8,60.342345576300005,0.0,12,23.032944575594133,1.2052419010233495,15,syllogism,True,GPT-2,355,,,,librarians_happy_healthy^consistent^valid,librarians_happy_healthy,1.0,True,True,True,
,valid,invalid,gpt2-medium,,,1.2702315,2.4158487,1.0,0.1111111111111111,-0.34682414,-4.877795,1.34123996,3.3664879999999995,76.94188298700001,10,0.0,0.0,0.0416666666666666,10.640635869101695,13,98.800496794,8,58.921432906,0.0,12,24.19241133235883,1.3471335655138232,8,syllogism,True,GPT-2,355,,,,librarians_happy_healthy^consistent^valid,librarians_happy_healthy,2.0,True,True,True,
,invalid,valid,gpt2-medium,,,1.2762566,2.5269406,0.5,0.0085470085470085,-1.8270833,-8.120632,-1.5053119499999998,-3.379294700000001,76.86833883999999,10,4.294426284,4.294426284,1.0,4.361755082373797,15,160.45735080000003,13,0.0,62.1445931423,20,1.0673536813792353,25.09753479744277,4,syllogism,False,GPT-2,355,,,,librarians_happy_healthy^consistent^invalid,librarians_happy_healthy,1.0,False,True,True,
,invalid,valid,gpt2-medium,,,1.2412406,2.4882364,0.5,0.01,-1.7055743,-7.907395,-1.37084397,-3.1784507,76.957208373,10,3.777519497,3.777519497,1.0,4.440021574933782,15,154.8625594,13,0.0,56.719801581000006,20,1.1164346137008376,24.650720419897983,4,syllogism,False,GPT-2,355,,,,librarians_happy_healthy^consistent^invalid,librarians_happy_healthy,2.0,False,True,True,
,valid,invalid,gpt2-medium,,,1.3459512,2.4328728,1.0,0.1111111111111111,-0.3590114,-4.9384594,1.3561506,3.4024475999999995,76.844488596,10,0.0,0.0,0.0416666666666666,10.68880877367275,13,99.306877346,8,62.16283735400001,0.0,12,24.30111413961967,0.0,15,syllogism,True,GPT-2,355,,,,librarians_happy_healthy^violate^valid,librarians_happy_healthy,1.0,True,True,False,
,valid,invalid,gpt2-medium,,,1.3684783,2.51092,1.0,0.1111111111111111,-0.3853414,-4.921742,1.235671,3.4060520000000007,77.217031069,10,0.0,0.0,0.0416666666666666,10.638914219583649,13,99.3750535143,13,59.7146055857,0.0,12,25.7270594300581,0.0,15,syllogism,True,GPT-2,355,,,,librarians_happy_healthy^violate^valid,librarians_happy_healthy,2.0,True,True,False,
,invalid,valid,gpt2-medium,,,1.3128979,2.4544325,0.5,0.0083333333333333,-1.649698,-8.269538,-1.2844714600000002,-3.348607600000001,77.109670696,10,4.316753358,4.316753358,1.0,4.336347683373278,15,159.2148093,13,0.0,59.72861185199999,20,5.260036310802991e-15,24.330975756040452,12,syllogism,False,GPT-2,355,,,,librarians_happy_healthy^violate^invalid,librarians_happy_healthy,1.0,False,True,False,
,invalid,valid,gpt2-medium,,,1.386535,2.5352163,0.5,0.0081967213114754,-1.6277108,-8.254551,-1.23969842,-3.3771949999999995,77.35156918,10,4.288910646000001,4.288910646000001,1.0,4.370013562250044,15,157.9530664,13,0.0,58.71018176300001,20,5.255111965945538e-15,25.315344010185814,12,syllogism,False,GPT-2,355,,,,librarians_happy_healthy^violate^invalid,librarians_happy_healthy,2.0,False,True,False,
,valid,invalid,gpt2-medium,,,1.3733809,2.4340255,1.0,0.0714285714285714,-0.30985162,-5.2885375,1.7304038800000003,3.090574499999999,77.256237051,15,0.0,0.0,0.0416666666666666,10.516846526835424,13,99.812163876,13,61.198162724,0.0,12,25.13561818399503,1.0636355706972962,15,syllogism,True,GPT-2,355,,,,computers_electronics_expensive^consistent^valid,computers_electronics_expensive,1.0,True,True,True,
,valid,invalid,gpt2-medium,,,1.5259706,2.4805982,1.0,0.0769230769230769,-0.38678584,-5.137165,1.41548926,3.0377859999999997,77.71748069,15,0.0,0.0,0.0416666666666666,10.59951956186011,13,99.205900014,13,55.662747686,0.0,12,23.854870119570716,1.7509827291901785,15,syllogism,True,GPT-2,355,,,,computers_electronics_expensive^consistent^valid,computers_electronics_expensive,2.0,True,True,True,
,invalid,valid,gpt2-medium,,,1.295516,2.424153,0.5,0.0071942446043165,-1.952492,-8.434313,-1.64967725,-3.1975279999999993,76.76724593,15,3.938466730000001,3.938466730000001,1.0,4.318441441294452,15,161.2651712,13,0.0,62.162355277599985,20,1.7620805001652835,24.650304535870305,4,syllogism,False,GPT-2,355,,,,computers_electronics_expensive^consistent^invalid,computers_electronics_expensive,1.0,False,True,True,
,invalid,valid,gpt2-medium,,,1.5744995,2.467491,0.5,0.0078125,-1.8005035,-8.315333,-1.41097648,-3.1864797000000005,77.63613729,15,3.727908111,3.727908111,1.0,4.346858298025446,15,156.67327310000002,13,0.0,57.79642481750001,20,2.454265779692427,21.623306348654825,4,syllogism,False,GPT-2,355,,,,computers_electronics_expensive^consistent^invalid,computers_electronics_expensive,2.0,False,True,True,
,valid,invalid,gpt2-medium,,,1.3200356,2.5150197,1.0,0.0769230769230769,-0.30902702,-5.2986264,1.67670248,3.0834586,77.608567073,10,0.0,0.0,0.0416666666666666,10.050702520756872,14,98.9113784214,13,64.81522247859999,0.0,12,27.167658352591864,0.0,15,syllogism,True,GPT-2,355,,,,computers_electronics_expensive^violate^valid,computers_electronics_expensive,1.0,True,True,False,
,valid,invalid,gpt2-medium,,,1.3188187,2.485105,1.0,0.0769230769230769,-0.30769145,-5.2653503,1.71318825,3.214454700000001,77.543875515,15,0.0,0.0,0.0416666666666666,10.067624972439472,14,99.1105463957,13,65.98582620430001,0.0,12,25.883870741746644,0.0,15,syllogism,True,GPT-2,355,,,,computers_electronics_expensive^violate^valid,computers_electronics_expensive,2.0,True,True,False,
,invalid,valid,gpt2-medium,,,1.3064073,2.5020134,0.5,0.0069444444444444,-1.9942276,-8.513149,-1.68564982,-3.2238950000000006,77.274856196,15,4.448492313999999,4.448492313999999,1.0,4.149509898340849,15,165.43230559999998,13,0.0,66.1455791957,20,5.0741376251475135e-15,26.23975299860123,12,syllogism,False,GPT-2,355,,,,computers_electronics_expensive^violate^invalid,computers_electronics_expensive,1.0,False,True,False,
,invalid,valid,gpt2-medium,,,1.3391335,2.526283,0.5,0.0075187969924812,-1.9411213,-8.310895,-1.62290003,-3.1266737000000004,77.585682002,10,4.226760099,4.226760099,1.0,4.157675855930281,15,162.863861,13,0.0,64.3374499847,20,5.05399292945464e-15,26.40726758676281,12,syllogism,False,GPT-2,355,,,,computers_electronics_expensive^violate^invalid,computers_electronics_expensive,2.0,False,True,False,
,valid,invalid,gpt2-medium,,,1.1215347,2.563693,1.0,0.1111111111111111,-0.25332355,-4.882445,1.82999325,3.2776970000000007,76.059408699,10,0.0,0.0,0.0416666666666666,10.699054766955062,13,95.908701055,13,65.51807524499999,0.0,12,26.122165683089495,1.1066109419562165,15,syllogism,True,GPT-2,355,,,,plants_trees_tall^consistent^valid,plants_trees_tall,1.0,True,True,True,
,valid,invalid,gpt2-medium,,,1.2203751,2.70366,1.0,0.1111111111111111,-0.28046063,-4.624416,1.71970937,3.3511784999999996,76.964812383,10,0.0,0.0,0.0416666666666666,10.647636224508322,13,95.2584975834,8,62.062345316599995,0.0,12,25.14156312341804,1.2094630764891103,15,syllogism,True,GPT-2,355,,,,plants_trees_tall^consistent^valid,plants_trees_tall,2.0,True,True,True,
,invalid,valid,gpt2-medium,,,1.1211795,2.504979,0.5,0.0075187969924812,-2.175413,-8.342991,-1.9350300899999997,-3.3194533999999996,76.269137281,10,3.899236161,3.899236161,1.0,4.362995119727459,15,164.6653707,13,0.0,67.6570780034,20,0.7548572217943635,27.153772715101734,4,syllogism,False,GPT-2,355,,,,plants_trees_tall^consistent^invalid,plants_trees_tall,1.0,False,True,True,
,invalid,valid,gpt2-medium,,,1.2275791,2.6615381,0.5,0.0078125,-2.0438344,-8.184883,-1.76929663,-3.5303059999999995,76.8588541,10,3.690730399,3.690730399,1.0,4.4152357824278585,15,160.13737129999998,13,0.0,64.652808523,20,1.7746792047095532,25.351075486687332,4,syllogism,False,GPT-2,355,,,,plants_trees_tall^consistent^invalid,plants_trees_tall,2.0,False,True,True,
,valid,invalid,gpt2-medium,,,1.2049773,2.5844195,1.0,0.125,-0.29285857,-4.6601562,1.6232877300000002,3.519770799999999,76.464094277,10,0.0,0.0,0.0416666666666666,10.708330890191386,13,95.8688328865,13,64.4136121135,0.0,12,25.217774319300897,0.0,15,syllogism,True,GPT-2,355,,,,plants_trees_tall^violate^valid,plants_trees_tall,1.0,True,True,False,
,valid,invalid,gpt2-medium,,,1.1279078,2.4879584,1.0,0.1,-0.2720991,-4.931901,1.6927826,3.3133250000000007,76.36883061500001,10,0.0,0.0,0.0416666666666666,10.681648978170472,13,97.208824517,13,65.182766183,0.0,12,24.08035415752375,0.0,15,syllogism,True,GPT-2,355,,,,plants_trees_tall^violate^valid,plants_trees_tall,2.0,True,True,False,
,invalid,valid,gpt2-medium,,,1.2756066,2.6164103,0.5,0.0074074074074074,-1.9518263,-8.384566,-1.64927294,-3.5927435999999995,77.44479422399999,10,4.025054216999999,4.025054216999999,1.0,4.330893635311841,15,161.4382722,13,0.0,64.8237486937,20,5.111861812816052e-15,25.399951416737775,12,syllogism,False,GPT-2,355,,,,plants_trees_tall^violate^invalid,plants_trees_tall,1.0,False,True,False,
,invalid,valid,gpt2-medium,,,1.1631109,2.514585,0.5,0.0073529411764705,-2.1556048,-8.426764,-1.900688,-3.537208000000001,77.350961237,10,4.180798373000001,4.180798373000001,1.0,4.159972449095311,15,165.97247149999998,13,0.0,68.3385145233,20,5.240484315352479e-15,27.35485223155385,12,syllogism,False,GPT-2,355,,,,plants_trees_tall^violate^invalid,plants_trees_tall,2.0,False,True,False,
,valid,invalid,gpt2-medium,,,1.3073919,2.523719,1.0,0.1,-0.3271432,-4.933543,1.5068454999999998,2.7809169999999996,77.10599717,10,0.0,0.0,0.0416666666666666,10.622284323505015,13,95.61112801,13,55.93199839,0.0,12,24.55538863183859,0.0,8,syllogism,True,GPT-2,355,,,,flowers_animals_reptiles^consistent^valid,flowers_animals_reptiles,1.0,True,True,True,
,valid,invalid,gpt2-medium,,,1.2224947,2.5086627,1.0,0.1,-0.30111492,-5.0125246,1.59431548,2.8786344,77.020494295,10,0.0,0.0,0.0416666666666666,10.65150720189687,13,95.382636401,13,59.627271299,0.0,12,24.617729468463903,0.0,8,syllogism,True,GPT-2,355,,,,flowers_animals_reptiles^consistent^valid,flowers_animals_reptiles,2.0,True,True,True,
,invalid,valid,gpt2-medium,,,1.227562,2.5160465,0.5,0.0099009900990099,-1.9199106,-7.7606964,-1.62477114,-2.7149609999999997,76.785071382,10,3.609427373000001,3.609427373000001,1.0,4.420237400182094,15,153.9731614,10,0.0,57.795784648000016,20,5.719405182924541e-15,24.16143280864744,12,syllogism,False,GPT-2,355,,,,flowers_animals_reptiles^consistent^invalid,flowers_animals_reptiles,1.0,False,True,True,
,invalid,valid,gpt2-medium,,,1.1446494,2.485396,0.5,0.0098039215686274,-1.969458,-7.8525105,-1.69572808,-2.826505500000001,76.57378045,10,3.875376284,3.875376284,1.0,4.400054857511876,15,156.8518251,10,0.0,61.5691896626,20,5.766519801664256e-15,24.307471638737685,12,syllogism,False,GPT-2,355,,,,flowers_animals_reptiles^consistent^invalid,flowers_animals_reptiles,2.0,False,True,True,
,valid,invalid,gpt2-medium,,,1.16584,2.5131526,1.0,0.1,-0.28959116,-4.8711452,1.60931974,2.9305048000000005,76.384139666,10,0.0,0.0,0.0416666666666666,10.650390428457642,13,94.8115646655,13,59.8133596345,0.0,12,23.067996212892456,0.0,8,syllogism,True,GPT-2,355,,,,flowers_animals_reptiles^violate^valid,flowers_animals_reptiles,1.0,True,True,False,
,valid,invalid,gpt2-medium,,,1.2896912,2.4909906,1.0,0.1,-0.33127373,-4.911443,1.46189407,2.7918794,76.52553180299999,10,0.0,0.0,0.0416666666666666,10.65559146390876,13,95.118774706,8,56.532579094,0.0,12,23.342741740266113,0.0,8,syllogism,True,GPT-2,355,,,,flowers_animals_reptiles^violate^valid,flowers_animals_reptiles,2.0,True,True,False,
,invalid,valid,gpt2-medium,,,1.1001524,2.5634184,0.5,0.0116279069767441,-1.8980535,-7.5632553,-1.6228933,-2.8949232999999994,76.647704514,10,3.698308244,3.698308244,1.0,4.440647897956235,15,152.8328183,10,0.0,58.44699749399999,20,5.775456477500726e-15,24.987076083984327,12,syllogism,False,GPT-2,355,,,,flowers_animals_reptiles^violate^invalid,flowers_animals_reptiles,1.0,False,True,False,
,invalid,valid,gpt2-medium,,,1.2902547,2.550128,0.5,0.0117647058823529,-1.8106605,-7.5435824,-1.48318105,-2.7301507000000003,76.91249458,10,3.5541585854999997,3.5541585854999997,1.0,4.474542569213847,15,149.8258112,10,0.0,55.3463800935,20,5.763257521845368e-15,22.765130139604928,12,syllogism,False,GPT-2,355,,,,flowers_animals_reptiles^violate^invalid,flowers_animals_reptiles,2.0,False,True,False,
,valid,invalid,gpt2-medium,,,1.0757496,2.2637835,1.0,0.1,-0.21835878,-5.0855827,2.15572352,3.192763300000001,75.339175404,10,0.0,0.0,0.0416666666666666,10.61260445551591,13,95.5099245121,13,69.46271508790001,0.0,12,29.20870268961087,5.985912455445221,15,syllogism,True,GPT-2,355,,,,gems_diamonds_transparent^consistent^valid,gems_diamonds_transparent,1.0,True,True,True,
,valid,invalid,gpt2-medium,,,1.2087473,2.4484415,1.0,0.1111111111111111,-0.25483033,-4.810654,1.97388267,3.1637173999999995,76.463530769,10,0.0,0.0,0.0416666666666666,10.622074198043062,13,94.6820184253,13,64.47906167469999,0.0,12,25.988801474554396,5.400573425038733,15,syllogism,True,GPT-2,355,,,,gems_diamonds_transparent^consistent^valid,gems_diamonds_transparent,2.0,True,True,True,
,invalid,valid,gpt2-medium,,,1.1013349,2.2969809,0.5,0.0094339622641509,-2.3514647,-8.2307625,-2.12636935,-3.176431200000001,75.576798114,10,3.8635070319999993,3.8635070319999993,1.0,4.403035488648159,15,164.21340650000002,13,0.0,68.66064407910001,20,5.477904799861312,28.919229680960747,4,syllogism,False,GPT-2,355,,,,gems_diamonds_transparent^consistent^invalid,gems_diamonds_transparent,1.0,False,True,True,
,invalid,valid,gpt2-medium,,,1.2306135,2.3210938,0.5,0.0104166666666666,-2.2557914,-8.084799,-2.00072283,-3.17962,76.367291444,10,3.541505076000001,3.541505076000001,1.0,4.423027518825707,15,160.2888439,13,0.0,64.6389891983,20,4.993299661333476,27.238802485759347,4,syllogism,False,GPT-2,355,,,,gems_diamonds_transparent^consistent^invalid,gems_diamonds_transparent,2.0,False,True,True,
,valid,invalid,gpt2-medium,,,1.0724591,2.449865,1.0,0.1111111111111111,-0.2169247,-4.8448477,2.211039,3.3365113000000006,76.333532536,10,0.0,0.0,0.0416666666666666,10.648440857743854,13,95.4917280208,13,72.23207167919999,0.0,12,30.41140617024211,0.0953951031625724,15,syllogism,True,GPT-2,355,,,,gems_diamonds_transparent^violate^valid,gems_diamonds_transparent,1.0,True,True,False,
,valid,invalid,gpt2-medium,,,1.1251233,2.4024227,1.0,0.1,-0.2190935,-4.963971,2.2999678,3.5790200000000008,76.015533702,10,0.0,0.0,0.0416666666666666,10.600516534540072,13,95.7826539914,13,74.36218630860002,0.0,12,29.24388085174843,0.0,15,syllogism,True,GPT-2,355,,,,gems_diamonds_transparent^violate^valid,gems_diamonds_transparent,2.0,True,True,False,
,invalid,valid,gpt2-medium,,,1.0496867,2.4241817,0.5,0.01,-2.389899,-8.03865,-2.1757192300000003,-3.3186154000000005,76.086755506,10,4.1532450082,4.1532450082,1.0,4.379897910227174,15,165.9827275,10,0.0,71.6821962767,20,0.3125432847335718,29.764695991559066,4,syllogism,False,GPT-2,355,,,,gems_diamonds_transparent^violate^invalid,gems_diamonds_transparent,1.0,False,True,False,
,invalid,valid,gpt2-medium,,,1.0794576,2.3599389,0.5,0.0086206896551724,-2.611667,-8.336602,-2.4088268700000004,-3.3735215999999992,76.184808489,10,4.005108894,4.005108894,1.0,4.2068718292602565,15,168.94516240000002,13,0.0,73.34348298120001,20,0.1406846525061114,30.091137747498127,4,syllogism,False,GPT-2,355,,,,gems_diamonds_transparent^violate^invalid,gems_diamonds_transparent,2.0,False,True,False,
,valid,invalid,gpt2-medium,,,1.2563615,2.3739963,1.0,0.0625,-0.2864375,-5.6200333,1.7743521000000002,3.1937532000000006,75.832190974,15,0.0,0.0,0.0416666666666666,10.025648918208107,14,101.4158350276,13,64.9853603724,0.0,12,25.63289477252767,1.087441459435401,15,syllogism,True,GPT-2,355,,,,guns_weapons_dangerous^consistent^valid,guns_weapons_dangerous,1.0,True,True,True,
,valid,invalid,gpt2-medium,,,1.3414353,2.4563253,1.0,0.0833333333333333,-0.31444976,-5.3183017,1.67500884,3.2854243,76.504280028,15,0.0,0.0,0.0416666666666666,10.045451128817623,14,99.917730548,13,62.927285352000006,0.0,12,26.31430310289058,1.0121091939313942,15,syllogism,True,GPT-2,355,,,,guns_weapons_dangerous^consistent^valid,guns_weapons_dangerous,2.0,True,True,True,
,invalid,valid,gpt2-medium,,,1.2277695,2.3436534,0.5,0.0061728395061728,-2.0783594,-8.862035,-1.8002101,-3.233858000000001,75.62091307899999,15,4.216960818,4.216960818,1.0,3.9886589512406263,16,167.20521879999998,13,0.0,65.807098195,20,1.3670281424164257,25.93600529753656,4,syllogism,False,GPT-2,355,,,,guns_weapons_dangerous^consistent^invalid,guns_weapons_dangerous,1.0,False,True,True,
,invalid,valid,gpt2-medium,,,1.3411899,2.4317694,0.5,0.0068027210884353,-1.9961476,-8.617377,-1.68572423,-3.2401424999999993,76.32661130599999,15,3.95765295,3.95765295,1.0,4.173739722153614,15,162.5885595,13,0.0,62.43096254960001,20,1.2053513985357869,26.980266636322973,4,syllogism,False,GPT-2,355,,,,guns_weapons_dangerous^consistent^invalid,guns_weapons_dangerous,2.0,False,True,True,
,valid,invalid,gpt2-medium,,,1.3862518,2.4233527,1.0,0.0714285714285714,-0.33935395,-5.395274,1.57199575,3.2938599999999996,77.095740145,15,0.0,0.0,0.0416666666666666,10.040520702367807,14,100.331103461,13,63.566386738999995,0.0,12,27.44323914620932,0.0,15,syllogism,True,GPT-2,355,,,,guns_weapons_dangerous^violate^valid,guns_weapons_dangerous,1.0,True,True,False,
,valid,invalid,gpt2-medium,,,1.3114332,2.375588,1.0,0.0769230769230769,-0.32016385,-5.374835,1.5761256499999998,3.1603380000000003,76.50214404,10,0.0,0.0,0.0416666666666666,10.0513121338555,14,98.608458245,13,64.330621655,0.0,12,28.18944454723506,0.0,15,syllogism,True,GPT-2,355,,,,guns_weapons_dangerous^violate^valid,guns_weapons_dangerous,2.0,True,True,False,
,invalid,valid,gpt2-medium,,,1.3833146,2.4145195,0.5,0.0058479532163742,-1.981271,-8.920786,-1.6573619,-3.2938,76.676200306,15,4.264979767000001,4.264979767000001,1.0,4.16308357446025,15,164.9251032,13,0.0,64.0226241216,20,5.492730084779099e-15,24.322640795278932,12,syllogism,False,GPT-2,355,,,,guns_weapons_dangerous^violate^invalid,guns_weapons_dangerous,1.0,False,True,False,
,invalid,valid,gpt2-medium,,,1.4180512,2.486088,0.5,0.0059523809523809,-2.020967,-8.837035,-1.69242298,-3.3704594000000005,77.137302482,15,4.2503198630000005,4.2503198630000005,1.0,4.034203659493185,16,165.1333202,13,0.0,64.3331245513,20,5.2335063746887715e-15,25.55809524318884,12,syllogism,False,GPT-2,355,,,,guns_weapons_dangerous^violate^invalid,guns_weapons_dangerous,2.0,False,True,False,
,valid,invalid,gpt2-medium,,,1.5085101,2.5287428,1.0,0.0833333333333333,-0.3557275,-5.2268686,1.6426105,3.1470493999999993,77.721015647,10,0.0,0.0,0.0416666666666666,10.555260209959656,13,97.3718412995,13,59.1889292005,0.0,12,22.654648582554593,0.0,15,syllogism,True,GPT-2,355,,,,dragons_mythical_exist^consistent^valid,dragons_mythical_exist,1.0,True,True,True,
,valid,invalid,gpt2-medium,,,1.5398424,2.5381634,1.0,0.0909090909090909,-0.36606306,-5.021941,1.5863714400000002,2.9676980000000004,77.19214688,10,0.0,0.0,0.0416666666666666,10.668683357815029,13,96.14268052,12,58.08187837999999,0.0,12,22.235151028961813,0.0,15,syllogism,True,GPT-2,355,,,,dragons_mythical_exist^consistent^valid,dragons_mythical_exist,2.0,True,True,True,
,invalid,valid,gpt2-medium,,,1.3288205,2.5515928,0.5,0.0079365079365079,-2.0895045,-8.199827,-1.7915172499999998,-3.093066000000001,77.588683657,10,3.6331756905,3.6331756905,1.0,4.400966283666678,15,157.52801290000002,10,0.0,61.304104325500006,20,5.8690403777576096e-15,24.00506631479808,12,syllogism,False,GPT-2,355,,,,dragons_mythical_exist^consistent^invalid,dragons_mythical_exist,1.0,False,True,True,
,invalid,valid,gpt2-medium,,,1.6284902,2.6152048,0.5,0.0084033613445378,-1.8933764,-8.064133,-1.4982472,-3.019906,77.95296987,10,3.4063977680000006,3.4063977680000006,1.0,4.441681499113484,15,151.5435959,10,0.0,55.62241457299999,20,5.731265035751632e-15,20.589750232175835,12,syllogism,False,GPT-2,355,,,,dragons_mythical_exist^consistent^invalid,dragons_mythical_exist,2.0,False,True,True,
,invalid,valid,gpt2-medium,,,1.5762799,2.6054237,0.5,0.008130081300813,-1.9208238,-8.1744995,-1.54348375,-3.1243915,78.090631484,10,3.223371682,3.223371682,1.0,4.433935664404391,15,153.0704872,10,0.0,55.34398810699999,20,5.7164840008537915e-15,21.56361250270339,12,syllogism,False,GPT-2,355,,,,dragons_mythical_exist^violate^invalid,dragons_mythical_exist,1.0,False,True,False,
