correct,incorrect,model,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
invalid,valid,Llama-2-7b-hf,nonsense_trunt_om_jemp^nonsense^invalid,nonsense_trunt_om_jemp,1,False,False,True,1.4085228,6.793091,1.0,0.0012903225806451613,-0.52986616,-8.655111,0.7423325399999999,-3.1531655,155.17893575,21,4.696228,4.696228,0.9375,5.953631392572843,21,228.37713986,21,3.5233799400000008,66.16069945,19,19.04655263917677,38.7584129225294,19
invalid,valid,Llama-2-7b-hf,nonsense_trunt_om_jemp^nonsense^invalid,nonsense_trunt_om_jemp,2,False,False,True,1.3779384,6.712258,1.0,0.0013531799729364006,-0.48862368,-8.637009,0.8642024199999999,-3.0921587000000006,154.03397471,21,4.6900070000000005,4.6900070000000005,0.9375,6.129308134208246,21,226.96920758,21,4.22601022,64.61644738999999,19,20.361450988397156,38.607621108038884,19
valid,invalid,Llama-2-7b-hf,nonsense_vesk_foff_strod^nonsense^valid,nonsense_vesk_foff_strod,1,True,False,True,1.3552802,6.845935,0.5,0.034482758620689655,-1.3544178,-5.6927805,-0.86716276,3.0019595,155.93243136,21,0.8466951399999998,0.8466951399999998,1.0,7.229269959706903,22,166.12729763,21,63.700513029999996,4.12369932,22,37.60120161221592,19.349345039773095,22
valid,invalid,Llama-2-7b-hf,nonsense_vesk_foff_strod^nonsense^valid,nonsense_vesk_foff_strod,2,True,False,True,1.3242421,6.8544645,0.5,0.034482758620689655,-1.3511459,-5.7467546,-0.8733482699999999,2.9587674,156.77415815,21,0.8765219300000002,0.8765219300000002,1.0,7.204645231787954,22,166.36534701,21,63.000713590000004,4.23034554,22,37.80286227048872,19.537960110466873,22
invalid,valid,Llama-2-7b-hf,nonsense_yob_broft_jank^nonsense^invalid,nonsense_yob_broft_jank,1,False,False,True,1.3540312,6.74682,1.0,0.00141643059490085,-0.46409813,-8.567594,0.94609067,-3.021051,155.75738495000002,21,4.701662000000001,4.701662000000001,0.9375,6.120630173440128,21,226.18472403,21,4.03685037,64.94463574,19,18.540693519294464,37.74964732238408,19
invalid,valid,Llama-2-7b-hf,nonsense_yob_broft_jank^nonsense^invalid,nonsense_yob_broft_jank,2,False,False,True,1.3707895,6.7928624,1.0,0.0014792899408284023,-0.48323095,-8.510709,0.8876228499999999,-3.0766866000000004,156.7620627,21,4.680159,4.680159,0.9375,6.121205317686895,21,225.89305324999998,19,3.8180969499999984,65.47638209000002,19,18.42628337020073,38.10259236536594,19
valid,invalid,Llama-2-7b-hf,nonsense_shrad_splect_dring^nonsense^valid,nonsense_shrad_splect_dring,1,True,False,False,1.4337031,6.838279,0.5,0.058823529411764705,-1.3179642,-5.4992533,-0.8008404,3.0222901999999996,156.4519589,21,0.8825826000000003,0.8825826000000003,1.0,7.8605859639436835,22,163.54198402999998,21,64.91427037,3.7575426399999996,22,38.816480827358994,20.29509739247197,22
valid,invalid,Llama-2-7b-hf,nonsense_shrad_splect_dring^nonsense^valid,nonsense_shrad_splect_dring,2,True,False,False,1.4518933,6.7825646,0.5,0.058823529411764705,-1.326512,-5.4667068,-0.8055801599999999,3.1355312,156.81271230000002,21,0.7431373400000005,0.7431373400000005,1.0,7.860921840610788,22,163.45990383999998,21,65.50972836,3.48683096,22,39.073156652076875,19.730849419508672,22
invalid,valid,Llama-2-7b-hf,nonsense_blit_slipe_bruss^nonsense^invalid,nonsense_blit_slipe_bruss,1,False,False,False,1.3987875,6.794482,1.0,0.0017331022530329288,-0.47305453,-8.391751,0.9475154700000001,-2.998390999999999,156.70234806,21,4.6872986999999995,4.6872986999999995,0.9375,6.6546364925678,21,222.96005263,21,4.61798297,63.98367970999999,19,21.30163232851301,38.909436713274125,19
invalid,valid,Llama-2-7b-hf,nonsense_blit_slipe_bruss^nonsense^invalid,nonsense_blit_slipe_bruss,2,False,False,False,1.3555121,6.7904205,1.0,0.001597444089456869,-0.44084844,-8.462678,1.0448723599999998,-3.041931,156.43269924999998,21,4.698061399999999,4.698061399999999,0.9375,6.670729486407932,21,222.48142534,21,5.28014806,63.29108296,19,22.15753232063369,38.931918769500506,19
valid,invalid,Llama-2-7b-hf,nonsense_sneb_jing_omp^nonsense^valid,nonsense_sneb_jing_omp,1,True,False,True,1.3912511,6.8117847,0.5,0.058823529411764705,-1.4678378,-5.4543,-1.0089930800000002,3.1972400000000007,154.79826705,21,0.9468246200000001,0.9468246200000001,1.0,7.0027744256769555,22,166.29884245,21,63.75561455,5.0581055500000005,22,38.31223466736919,21.429096030940144,22
valid,invalid,Llama-2-7b-hf,nonsense_sneb_jing_omp^nonsense^valid,nonsense_sneb_jing_omp,2,True,False,True,1.3655739,6.7234325,0.5,0.0625,-1.3967924,-5.415065,-0.9229355300000001,3.288525,153.90410664,21,0.8798598700000003,0.8798598700000003,1.0,7.042810378654813,22,166.19609961,21,64.82544609,4.2866723900000006,22,38.89608299008563,20.82588687901065,22
invalid,valid,Llama-2-7b-hf,nonsense_blim_phrint_yemp^nonsense^invalid,nonsense_blim_phrint_yemp,1,False,False,True,1.4362459,6.896343,1.0,0.0011210762331838565,-0.56106895,-8.79637,0.65832715,-3.5410665999999997,157.40575853,21,4.76941,4.76941,1.0,5.334707646617753,30,228.79884195,21,2.67264945,69.55892314,19,19.763395679544118,40.71443147176799,19
invalid,valid,Llama-2-7b-hf,nonsense_blim_phrint_yemp^nonsense^invalid,nonsense_blim_phrint_yemp,2,False,False,True,1.4227712,6.8712654,1.0,0.0012004801920768306,-0.5241038,-8.721336,0.7766114,-3.3960687000000007,156.4922775,21,4.691583,4.691583,0.9375,5.9476614155208605,21,227.00884685,21,3.65260711,67.07624334,19,20.109291830699934,39.51181338065184,19
valid,invalid,Llama-2-7b-hf,nonsense_splack_zoct_spuff^nonsense^valid,nonsense_splack_zoct_spuff,1,True,False,False,1.4226114,6.8220463,0.5,0.0625,-1.322223,-5.414034,-0.805256,3.2879130000000005,156.37728676,21,0.9202181000000005,0.9202181000000005,1.0,7.003011941620242,22,164.24342107,21,65.79068410000001,3.9035070700000003,22,39.47879208348682,20.523900663332636,22
valid,invalid,Llama-2-7b-hf,nonsense_splack_zoct_spuff^nonsense^valid,nonsense_splack_zoct_spuff,2,True,False,False,1.385616,6.787687,0.5,0.0625,-1.3601171,-5.4175663,-0.8690128300000001,3.335591700000001,156.0955253,21,0.8790851700000001,0.8790851700000001,1.0,7.009056550262155,22,165.31805607,21,64.91186903000002,4.12865028,22,39.35281692345539,20.636145475937273,22
invalid,valid,Llama-2-7b-hf,nonsense_threck_crand_grosp^nonsense^invalid,nonsense_threck_crand_grosp,1,False,False,False,1.3939103,6.801209,1.0,0.0014814814814814814,-0.4620961,-8.525822,0.9911671000000001,-3.2310413000000002,155.52296696,21,4.600217000000001,4.600217000000001,0.9375,6.1575372249381335,21,224.9633392,21,4.5311558,64.21360014000001,19,21.08162282900675,39.09720598101198,19
invalid,valid,Llama-2-7b-hf,nonsense_threck_crand_grosp^nonsense^invalid,nonsense_threck_crand_grosp,2,False,False,False,1.4385285,6.8159065,1.0,0.0012836970474967907,-0.5362923,-8.672569,0.7336044,-3.421493299999999,155.99577813000002,21,4.73426,4.73426,1.0,5.953447265712812,21,227.83944294999998,21,3.0407705499999995,68.21527383999998,19,20.816398021830604,41.25948695003118,19
valid,invalid,gpt2-xl,librarians_happy_healthy^consistent^valid,librarians_happy_healthy,1,True,True,True,1.2390535,6.43912,1.0,0.5,-0.28745562,-2.8395586,1.70822808,1.511343,191.74060327,0,0.0,0.0,0.020833333333333332,25.526981945627725,23,174.07440153000002,23,114.38606307000002,0.0,23,87.78140791023984,18.584731539044892,27
valid,invalid,gpt2-xl,librarians_happy_healthy^consistent^valid,librarians_happy_healthy,2,True,True,True,1.1827495,6.4603434,1.0,0.5,-0.284123,-3.0645022,1.6565313000000002,1.5033258000000003,191.08254499999998,0,0.0,0.0,0.020833333333333332,25.36890517476796,23,175.474044125,23,114.044317975,0.0,23,85.78547764416061,18.542591897645092,23
invalid,valid,gpt2-xl,librarians_happy_healthy^consistent^invalid,librarians_happy_healthy,1,False,True,True,1.2201886,6.363695,0.5,0.14285714285714285,-1.8383548,-4.3158345,-1.5311451,-1.4878363000000001,191.0136089,0,2.206549525,2.206549525,1.0,11.493588858510337,27,284.74653539999997,20,0.0,110.54695610599998,20,18.934145603352214,83.91683237787079,20
invalid,valid,gpt2-xl,librarians_happy_healthy^consistent^invalid,librarians_happy_healthy,2,False,True,True,1.1955462,6.5180216,0.5,0.1,-2.0339327,-4.672928,-1.7606516599999997,-1.6496942999999997,190.65477144,0,2.30814333,2.30814333,1.0,11.258162474167701,27,293.0589882,20,0.0,118.29184478900001,20,17.260491762320548,88.20227209383485,20
valid,invalid,gpt2-xl,librarians_happy_healthy^violate^valid,librarians_happy_healthy,1,True,True,False,1.2430084,6.4405584,1.0,0.5,-0.2876044,-3.193138,1.7109517,1.5472880000000004,193.30604676000002,0,0.0,0.0,0.020833333333333332,25.220592953841926,23,175.227605997,23,116.15544350299997,0.0,23,83.98313957011577,19.481359801049287,23
valid,invalid,gpt2-xl,librarians_happy_healthy^violate^valid,librarians_happy_healthy,2,True,True,False,1.2120172,6.4271774,1.0,0.5,-0.28268853,-3.1758287,1.71290107,1.6319412999999998,191.4991644,0,0.0,0.0,0.020833333333333332,25.267624119195176,23,174.235876517,23,118.351539283,0.0,23,85.95811948073722,20.083562191208397,23
invalid,valid,gpt2-xl,librarians_happy_healthy^violate^invalid,librarians_happy_healthy,1,False,True,False,1.2393965,6.465663,0.5,0.1,-1.9057124,-4.6701508,-1.60584447,-1.5480996,192.60374309999997,0,2.407679464,2.407679464,1.0,11.106711318649364,27,289.8827995,20,0.0,115.529231439,20,20.03819140381436,82.84894368439656,20
invalid,valid,gpt2-xl,librarians_happy_healthy^violate^invalid,librarians_happy_healthy,2,False,True,False,1.2496364,6.4467726,0.5,0.1,-1.8923496,-4.707338,-1.588006,-1.599879,192.49869213,0,2.4492385800000003,2.4492385800000003,1.0,11.10086867227663,27,289.7926352,20,0.0,115.95056347299996,20,20.65431970277735,83.54239138847717,20
valid,invalid,gpt2-xl,computers_electronics_expensive^consistent^valid,computers_electronics_expensive,1,True,True,True,1.3434515,6.424165,1.0,0.5,-0.30970487,-2.9210947,1.71317093,1.6108448000000002,189.51947560000002,0,0.0,0.0,0.020833333333333332,25.64192864222109,23,173.716837403,23,115.06897109700003,0.0,15,88.67526349966808,20.84587169231591,23
valid,invalid,gpt2-xl,computers_electronics_expensive^consistent^valid,computers_electronics_expensive,2,True,True,True,1.3109403,6.3803244,1.0,0.5,-0.30894694,-3.0699718,1.67980296,1.5201962000000004,191.48171508999997,0,0.0,0.0,0.020833333333333332,25.690169745398602,23,175.03207243,23,112.75913967000002,0.0,15,87.43519881873385,21.963890500685146,27
invalid,valid,gpt2-xl,computers_electronics_expensive^consistent^invalid,computers_electronics_expensive,1,False,True,True,1.342359,6.5507126,0.5,0.1111111111111111,-1.990701,-4.525606,-1.67833714,-1.5388756999999997,190.51833638,0,2.23993598,2.23993598,1.0,11.290996513977571,27,287.9445713,20,0.0,113.43374154600001,20,22.375462589662366,88.41965470671397,20
invalid,valid,gpt2-xl,computers_electronics_expensive^consistent^invalid,computers_electronics_expensive,2,False,True,True,1.281641,6.543648,0.5,0.1111111111111111,-2.0800757,-4.602067,-1.7915887000000001,-1.608511,191.11699183,0,2.18469716,2.18469716,1.0,11.12712515436481,27,289.7323408,20,0.0,114.98493849299999,20,21.527775753911,89.75510862186215,20
valid,invalid,gpt2-xl,computers_electronics_expensive^violate^valid,computers_electronics_expensive,1,True,True,False,1.3950169,6.3592596,1.0,0.5,-0.34630457,-3.0782206,1.50775523,1.7199809999999998,191.05326528,0,0.0,0.0,0.020833333333333332,25.77350707698629,23,171.071371704,23,114.641650096,0.0,23,85.82838718204214,21.747775391054713,23
valid,invalid,gpt2-xl,computers_electronics_expensive^violate^valid,computers_electronics_expensive,2,True,True,False,1.3903861,6.3202314,1.0,0.5,-0.34155294,-3.1089158,1.5380964599999998,1.6235957,190.24754174,0,0.0,0.0,0.020833333333333332,25.703422846532035,23,172.036337043,23,115.07780835700001,0.0,23,87.19466182310087,21.580641683963126,23
invalid,valid,gpt2-xl,computers_electronics_expensive^violate^invalid,computers_electronics_expensive,1,False,True,False,1.4406781,6.3636994,0.5,0.1111111111111111,-1.8044634,-4.640885,-1.4397087499999999,-1.482297,191.13591223999998,0,2.5224313500000006,2.5224313500000006,1.0,11.233686766723574,27,284.4276254,12,0.0,112.231537907,20,22.98223133797654,84.78030051099117,20
invalid,valid,gpt2-xl,computers_electronics_expensive^violate^invalid,computers_electronics_expensive,2,False,True,False,1.3826911,6.385624,0.5,0.08333333333333333,-1.8558455,-4.7943506,-1.51262577,-1.6777779999999995,190.80470721,0,2.4913224599999997,2.4913224599999997,1.0,11.194274723456886,23,285.903684,12,0.0,115.054046371,20,22.252639149889156,86.54004965823104,20
valid,invalid,gpt2-xl,plants_trees_tall^consistent^valid,plants_trees_tall,1,True,True,True,1.2482324,6.482661,1.0,0.5,-0.30559942,-2.7651718,1.59134578,1.6085972000000002,190.82246729000002,0,0.0,0.0,0.020833333333333332,25.764168654389923,23,170.09622168099997,23,114.237920319,0.0,15,89.26358726978735,20.69489042774133,23
valid,invalid,gpt2-xl,plants_trees_tall^consistent^valid,plants_trees_tall,2,True,True,True,1.2147466,6.577922,1.0,0.5,-0.28018007,-2.7939367,1.7480401299999997,1.8118262999999994,190.84332751,0,0.0,0.0,0.020833333333333332,25.76815212398673,23,169.794079171,23,120.480244529,0.0,15,92.54065366739859,19.625668207980222,23
invalid,valid,gpt2-xl,plants_trees_tall^consistent^invalid,plants_trees_tall,1,False,True,True,1.2185378,6.5871,0.5,0.1,-2.1114502,-4.554357,-1.8423958200000001,-1.8098244000000006,189.76916051,0,2.229952076,2.229952076,1.0,11.263399231275221,27,289.9486117,20,0.0,120.785502372,20,19.099448535638185,93.89969968139583,20
invalid,valid,gpt2-xl,plants_trees_tall^consistent^invalid,plants_trees_tall,2,False,True,True,1.1738075,6.6544147,0.5,0.09090909090909091,-2.163052,-4.788604,-1.9068306499999998,-1.9052229000000005,190.3872494,0,2.3670522099999998,2.3670522099999998,1.0,11.157758367594258,27,295.3375245,20,0.0,124.72099750999996,20,19.008268633625597,96.47572283847516,40
valid,invalid,gpt2-xl,plants_trees_tall^violate^valid,plants_trees_tall,1,True,True,False,1.243744,6.5429316,1.0,0.5,-0.2909816,-2.9065268,1.7144783999999997,1.7683245999999997,191.70071908,0,0.0,0.0,0.020833333333333332,25.764495457398457,23,168.831770028,23,120.64103757199997,0.0,15,92.54163967184607,20.299035256822037,23
valid,invalid,gpt2-xl,plants_trees_tall^violate^valid,plants_trees_tall,2,True,True,False,1.2891597,6.4824066,1.0,0.5,-0.30516243,-2.815992,1.65552047,1.6976292999999996,191.99211547,0,0.0,0.0,0.020833333333333332,25.789308048615467,23,168.152560491,23,117.03023830899998,0.0,15,89.72691777500499,20.155495186939454,23
invalid,valid,gpt2-xl,plants_trees_tall^violate^invalid,plants_trees_tall,1,False,True,False,1.2383854,6.4902735,0.5,0.1111111111111111,-2.0126567,-4.5653563,-1.72465135,-1.6108850000000006,191.38597234999997,0,2.34384442,2.34384442,1.0,11.22454040081267,27,288.197563,21,0.0,118.18755329600002,20,19.889833274797407,91.11744480851493,20
invalid,valid,gpt2-xl,plants_trees_tall^violate^invalid,plants_trees_tall,2,False,True,False,1.2327292,6.491728,0.5,0.1111111111111111,-2.0521338,-4.4814854,-1.7697144200000001,-1.5252939000000003,190.8413128,0,2.2319641199999993,2.2319641199999993,1.0,11.280929234939947,27,286.5531932,21,0.0,117.82908626000003,20,20.970451665221074,92.10517183984852,20
valid,invalid,gpt2-xl,flowers_animals_reptiles^consistent^valid,flowers_animals_reptiles,1,True,True,True,1.3915993,6.436123,1.0,0.5,-0.45107633,-2.7751687,0.96387957,1.6128089,195.97312705999997,0,0.0,0.0,0.020833333333333332,25.92254068026503,23,170.14437513000001,23,92.51093007000003,0.0,15,67.16971325411659,21.97880667076821,23
valid,invalid,gpt2-xl,flowers_animals_reptiles^consistent^valid,flowers_animals_reptiles,2,True,True,True,1.3545136,6.391831,1.0,0.5,-0.39801753,-2.8468938,1.15782647,1.5310892000000003,194.43188977,0,0.0,0.0,0.020833333333333332,25.851362264990442,23,169.770196017,23,96.66770488300001,0.0,15,72.08274394743313,21.52963489354567,23
invalid,valid,gpt2-xl,flowers_animals_reptiles^consistent^invalid,flowers_animals_reptiles,1,False,True,True,1.4013417,6.4224596,0.5,0.125,-1.4333229,-4.3895216,-0.9867163200000001,-1.5746548000000002,196.18443772999998,0,2.1848191599999995,2.1848191599999995,1.0,11.401778787428713,27,264.1410073,21,0.0,93.35393638500001,20,21.97763296533088,68.63494418576612,20
invalid,valid,gpt2-xl,flowers_animals_reptiles^consistent^invalid,flowers_animals_reptiles,2,False,True,True,1.3543965,6.349035,0.5,0.1111111111111111,-1.5329492,-4.3946323,-1.1286659,-1.5713622999999997,194.47962116,0,2.1880626899999998,2.1880626899999998,1.0,11.394690690305534,27,265.6631108,21,0.0,95.735870664,20,21.380182843075612,71.502038557357,20
valid,invalid,gpt2-xl,flowers_animals_reptiles^violate^valid,flowers_animals_reptiles,1,True,True,False,1.3784249,6.3223214,1.0,0.5,-0.3967556,-2.8082592,1.1820526,1.5258187999999997,194.93500952,0,0.0,0.0,0.020833333333333332,25.894260033093317,23,169.52054993,23,97.00717677000002,0.0,15,71.97392754914718,21.205484493172744,33
valid,invalid,gpt2-xl,flowers_animals_reptiles^violate^valid,flowers_animals_reptiles,2,True,True,False,1.404311,6.364004,1.0,0.5,-0.45840192,-2.798771,0.94503688,1.5948990000000003,196.35451451,0,0.0,0.0,0.020833333333333332,25.81861576684123,23,170.69943605999998,23,91.38420984000001,0.0,15,66.50949812935261,22.059731991657006,23
invalid,valid,gpt2-xl,flowers_animals_reptiles^violate^invalid,flowers_animals_reptiles,1,False,True,False,1.4122431,6.329027,0.5,0.1111111111111111,-1.5451994,-4.3704386,-1.1319371,-1.5762475999999999,195.21099374,0,2.30667388,2.30667388,1.0,11.400972833043783,27,267.41515200000003,21,0.0,97.608213795,20,21.61177370649679,72.23832343318023,20
invalid,valid,gpt2-xl,flowers_animals_reptiles^violate^invalid,flowers_animals_reptiles,2,False,True,False,1.4375134,6.410075,0.5,0.14285714285714285,-1.318042,-4.285489,-0.82297512,-1.5027806,198.33049134,0,2.0792388099999997,2.0792388099999997,1.0,11.431432626484492,27,258.3683901,21,0.0,87.49454629,20,22.65155163212601,63.63808990137609,20
valid,invalid,gpt2-xl,gems_diamonds_transparent^consistent^valid,gems_diamonds_transparent,1,True,True,True,1.279088,6.4457464,1.0,0.5,-0.3033071,-2.7923918,1.6551236999999999,1.5551395000000001,190.27173843,0,0.0,0.0,0.020833333333333332,25.72898288326703,23,170.794468629,23,114.80670847100001,0.0,15,87.09594399937895,20.95905170134215,23
valid,invalid,gpt2-xl,gems_diamonds_transparent^consistent^valid,gems_diamonds_transparent,2,True,True,True,1.3235142,6.561635,1.0,0.5,-0.30160657,-2.8317788,1.73774243,1.7143982000000002,191.53057669999998,0,0.0,0.0,0.020833333333333332,25.732758261616137,23,170.803541508,23,118.466332392,0.0,15,87.59179096681014,20.765824332428444,23
invalid,valid,gpt2-xl,gems_diamonds_transparent^consistent^invalid,gems_diamonds_transparent,1,False,True,True,1.2608632,6.4386225,0.5,0.125,-1.9601858,-4.350936,-1.6611041800000002,-1.6004127000000001,189.88669976,0,2.2657125299999996,2.2657125299999996,1.0,11.30538999055231,27,285.1863737,20,0.0,114.84609737100001,20,20.94624074526878,87.64187495197945,20
invalid,valid,gpt2-xl,gems_diamonds_transparent^consistent^invalid,gems_diamonds_transparent,2,False,True,True,1.3203621,6.4733276,0.5,0.14285714285714285,-2.062121,-4.3964586,-1.7621536999999998,-1.6263966,190.90321292,0,2.2454917300000004,2.2454917300000004,1.0,11.338216320728694,27,285.71254180000005,20,0.0,115.351925053,20,21.612083401539646,90.13892804369272,20
valid,invalid,gpt2-xl,gems_diamonds_transparent^violate^valid,gems_diamonds_transparent,1,True,True,False,1.2476834,6.3942175,1.0,0.5,-0.28180775,-2.7665627,1.8067530500000002,1.8790786000000002,189.14112595,0,0.0,0.0,0.020833333333333332,25.85585641897265,23,167.240165384,23,123.72178421599997,0.0,23,92.11561877918894,21.10217582397678,23
valid,invalid,gpt2-xl,gems_diamonds_transparent^violate^valid,gems_diamonds_transparent,2,True,True,False,1.3157575,6.472023,1.0,0.5,-0.3003422,-2.872288,1.7364548,1.7714229999999995,192.07052652,0,0.0,0.0,0.020833333333333332,25.807632813675355,23,168.11056184,23,120.69264125999997,0.0,15,89.99328969295703,22.2560252909188,23
invalid,valid,gpt2-xl,gems_diamonds_transparent^violate^invalid,gems_diamonds_transparent,1,False,True,False,1.2429652,6.4267826,0.5,0.09090909090909091,-2.05353,-4.632066,-1.770012,-1.7609682000000002,190.11916549,0,2.4037339,2.4037339,1.0,11.156165755492394,27,290.34102140000005,21,0.0,121.13948783599999,20,21.407613360785653,90.04778126910307,20
invalid,valid,gpt2-xl,gems_diamonds_transparent^violate^invalid,gems_diamonds_transparent,2,False,True,False,1.2874455,6.4690075,0.5,0.1,-2.0154252,-4.57203,-1.7190447400000002,-1.6581899999999998,191.37905955000002,0,2.2852897199999997,2.2852897199999997,1.0,11.263734314793645,27,287.7082404,21,0.0,118.57929509400002,20,23.10481738562551,90.17950475350922,20
valid,invalid,gpt2-xl,guns_weapons_dangerous^consistent^valid,guns_weapons_dangerous,1,True,True,True,1.3837948,6.5248775,1.0,0.3333333333333333,-0.32644817,-3.2892835,1.61474993,1.5634940000000004,193.85104285,0,0.0,0.0,0.020833333333333332,25.27536333836818,23,172.511326541,23,117.98816665900002,0.0,23,85.68462373386245,21.16181407823503,23
valid,invalid,gpt2-xl,guns_weapons_dangerous^consistent^valid,guns_weapons_dangerous,2,True,True,True,1.3917298,6.5235534,1.0,0.3333333333333333,-0.3307464,-3.337096,1.5991755,1.632581,194.06737117,0,0.0,0.0,0.020833333333333332,25.276649305769357,23,173.00388119000002,23,118.93897680999999,0.0,23,85.04421345536058,21.475537221845816,23
invalid,valid,gpt2-xl,guns_weapons_dangerous^consistent^invalid,guns_weapons_dangerous,1,False,True,True,1.4224285,6.5393734,0.5,0.07142857142857142,-1.966797,-4.8323073,-1.6352186299999998,-1.4995589000000002,194.20170672,0,2.29566011,2.29566011,1.0,10.784579547898092,27,291.4149231,20,0.0,118.400118133,20,21.03037276697968,85.85918430571753,20
invalid,valid,gpt2-xl,guns_weapons_dangerous^consistent^invalid,guns_weapons_dangerous,2,False,True,True,1.3657458,6.5287924,0.5,0.0625,-1.9555008,-4.942935,-1.63457395,-1.5858798000000003,193.90065836,0,2.36181957,2.36181957,1.0,10.916677481832505,27,291.6723391,20,0.0,119.58320175099998,20,21.161984646530957,86.22255133710549,20
valid,invalid,gpt2-xl,guns_weapons_dangerous^violate^valid,guns_weapons_dangerous,1,True,True,False,1.458461,6.4626923,1.0,0.3333333333333333,-0.35310727,-3.3353245,1.54335683,1.6409995,193.57739754,0,0.0,0.0,0.020833333333333332,25.324771427660814,23,172.402103011,23,119.39999108900001,0.0,23,83.78121764352905,21.246824018800414,23
valid,invalid,gpt2-xl,guns_weapons_dangerous^violate^valid,guns_weapons_dangerous,2,True,True,False,1.3490225,6.4942455,1.0,0.3333333333333333,-0.31865814,-3.2455747,1.6468791600000001,1.8358893000000003,191.70535316,0,0.0,0.0,0.020833333333333332,25.4138874186988,23,170.45581866499998,23,122.85236503499999,0.0,23,86.61218664470894,21.909533436206132,23
invalid,valid,gpt2-xl,guns_weapons_dangerous^violate^invalid,guns_weapons_dangerous,1,False,True,False,1.3786781,6.475066,0.5,0.07142857142857142,-1.9963288,-4.855896,-1.677619,-1.5600936000000005,192.2290829,0,2.3773805400000008,2.3773805400000008,1.0,10.759936244536508,27,293.3915923,21,0.0,121.810044277,20,20.89138738057513,88.28523344468152,20
invalid,valid,gpt2-xl,guns_weapons_dangerous^violate^invalid,guns_weapons_dangerous,2,False,True,False,1.425238,6.4682236,0.5,0.06666666666666667,-1.9154944,-4.902526,-1.57514186,-1.5491834999999998,192.83540198,0,2.41832923,2.41832923,1.0,10.917995503627347,27,292.6306399,21,0.0,120.296079046,20,22.027150707590447,86.55577797701153,20
valid,invalid,gpt2-xl,dragons_mythical_exist^consistent^valid,dragons_mythical_exist,1,True,True,True,1.4891026,6.2226343,1.0,0.3333333333333333,-0.44795838,-2.9527435,1.02472492,1.2651859,195.1809874,0,0.0,0.0,0.020833333333333332,25.37425199393816,23,171.42540649900002,23,96.479765701,0.0,15,70.6118462034139,21.007142267017446,23
valid,invalid,gpt2-xl,dragons_mythical_exist^consistent^valid,dragons_mythical_exist,2,True,True,True,1.416414,6.318901,1.0,0.3333333333333333,-0.4154997,-2.941279,1.1186293999999999,1.3585448000000002,195.90549339,0,0.0,0.0,0.020833333333333332,25.35944939650112,23,171.898183354,23,96.68667924599998,0.0,15,70.19010081351026,20.149944657724813,23
invalid,valid,gpt2-xl,dragons_mythical_exist^consistent^invalid,dragons_mythical_exist,1,False,True,True,1.5042981,6.3230286,0.5,0.125,-1.5180763,-4.262842,-1.07887173,-1.2761149999999999,196.62286878,0,2.12134547,2.12134547,1.0,11.408479424125069,27,268.7868594,21,0.0,96.19415792599999,20,22.724293425879992,71.14636366299709,20
invalid,valid,gpt2-xl,dragons_mythical_exist^consistent^invalid,dragons_mythical_exist,2,False,True,True,1.4255177,6.3376875,0.5,0.125,-1.53726,-4.28923,-1.12089056,-1.3836269999999997,195.86402200999999,0,2.0630731100000004,2.0630731100000004,1.0,11.318096112650709,27,268.96360559999994,21,0.0,96.83657886899998,20,20.706847657251267,70.57902518807305,20
invalid,valid,gpt2-xl,dragons_mythical_exist^violate^invalid,dragons_mythical_exist,1,False,True,False,1.4246367,6.362338,0.5,0.125,-1.5688963,-4.4206996,-1.16185475,-1.6008166999999998,193.5695811,0,2.2558393800000003,2.2558393800000003,1.0,11.250388118858545,27,271.7909345,21,0.0,101.795111677,20,18.838852969715084,71.25030204825664,40
invalid,valid,gpt2-xl,dragons_mythical_exist^violate^invalid,dragons_mythical_exist,2,False,True,False,1.3932387,6.342828,0.5,0.125,-1.5610478,-4.362476,-1.15818883,-1.5494080000000001,193.49064851000003,0,2.1939859100000003,2.1939859100000003,1.0,11.258301566316419,27,270.478367,21,0.0,100.14774118599999,20,19.764849577230354,70.95147511819616,20
valid,invalid,gpt2-xl,dragons_mythical_exist^violate^valid,dragons_mythical_exist,1,True,True,False,1.3875344,6.3246818,1.0,0.3333333333333333,-0.40752086,-2.930308,1.1249409400000001,1.4063704999999995,194.47698154,0,0.0,0.0,0.020833333333333332,25.513501407417436,23,169.922893075,23,100.710701125,0.0,15,72.7153680171411,21.81699716431476,23
valid,invalid,gpt2-xl,dragons_mythical_exist^violate^valid,dragons_mythical_exist,2,True,True,False,1.4205194,6.2521663,1.0,0.3333333333333333,-0.40745416,-2.9483747,1.14997384,1.3284322999999998,194.06705252,0,0.0,0.0,0.020833333333333332,25.4130810807169,23,170.456348124,23,100.386509276,0.0,15,72.86698942912429,20.8075447391261,23
